bookid,authorid,publisherid,Book,Genureid,Avg_Rating
5556,6555,15555,The Bed of Procrustes: Philosophical and Practical Aphorisms,95555,3.79
5557,6556,15556,Extraordinary Popular Delusions and the Madness of Crowds,95556,3.84
5558,6557,15557,The Mirror Crack'd from Side to Side (Miss Marple #9),95557,3.95
5559,6558,15558,The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society #3),95558,4.29
5560,6559,15559,Double Indemnity,95559,4.06
5561,6560,15560,The Law of Attraction (Lawyers in Love #1),95560,3.76
5562,6561,15561,I Shall Not Hate: A Gaza Doctor's Journey on the Road to Peace and Human Dignity,95561,4.27
5563,6562,15562,The Hidden Oracle (The Trials of Apollo #1),95562,4.18
5564,6563,15563,How to Become a Straight-A Student,95563,4.05
5565,6564,15564,The Sanatorium (Detective Elin Warner #1),95564,3.37
5566,6565,15565,Drive Your Plow Over the Bones of the Dead,95565,3.96
5567,6566,15566,The Proud Tower: A Portrait of the World Before the War 1890-1914,95566,4.13
5568,6567,15567,The Curse of Chalion (World of the Five Gods #1),95567,4.16
5569,6568,15568,Jayber Crow,95568,4.38
5570,6569,15569,Finish: Give Yourself the Gift of Done,95569,4.14
5571,6570,15570,The Antidote: Happiness for People Who Can't Stand Positive Thinking,95570,4.03
5572,6571,15571,Secrets of the Dragon Sanctuary (Fablehaven #4),95571,4.38
5573,6572,15572,What's Eating Gilbert Grape,95572,4.1
5574,6573,15573,Angus Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson #1),95573,3.75
5575,6574,15574,Revolting Rhymes,95574,4.14
5576,6575,15575,Beautiful Ruins,95575,3.68
5577,6576,15576,Lexicon,95576,3.91
5578,6577,15577,We Should All Be Feminists,95577,4.41
5579,6578,15578,Maskerade (Discworld #18; Witches #5),95578,4.11
5580,6579,15579,The Widow (Kate Waters #1),95579,3.5
5581,6580,15580,The Girl with the Louding Voice,95580,4.44
5582,6581,15581,The Cruelest Month (Chief Inspector Armand Gamache #3),95581,4.15
5583,6582,15582,Reasons to Stay Alive,95582,4.09
5584,6583,15583,Black Skin White Masks,95583,4.27
5585,6584,15584,Blue Moon (The Immortals #2),95584,3.61
5586,6585,15585,First Grave on the Right (Charley Davidson #1),95585,4.03
5587,6586,15586,Solitude of Self,95586,4.26
5588,6587,15587,The Wrath and the Dawn (The Wrath and the Dawn #1),95587,4.07
5589,6588,15588,Buried Child,95588,3.86
5590,6589,15589,Solving the Procrastination Puzzle: A Concise Guide to Strategies for Change,95589,3.71
5591,6590,15590,Imperialism: The Highest Stage of Capitalism,95590,4.21
5592,6591,15591,The Philosophy of Andy Warhol,95591,3.83
5593,6592,15592,The Pickwick Papers,95592,3.84
5594,6593,15593,The Man Who Planted Trees,95593,4.21
5595,6594,15594,Mythago Wood (Mythago Wood #1),95594,3.79
5596,6595,15595,Christ and the New Covenant: The Messianic Message of the Book of Mormon,95595,4.48
5597,6596,15596,Runaway: Stories,95596,3.98
5598,6597,15597,The Worst Journey in the World,95597,4.18
5599,6598,15598,The Chronicles of Prydain (The Chronicles of Prydain #1-5),95598,4.42
5600,6599,15599,Islandia,95599,4.29
5601,6600,15600,Murder Is Easy  (Superintendent Battle #4),95600,3.77
5602,6601,15601,Love's Labour's Lost,95601,3.53
5603,6602,15602,There Is a Bird on Your Head! (Elephant & Piggie #4),95602,4.38
5604,6603,15603,My Life: An Attempt at an Autobiography,95603,4.21
5605,6604,15604,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,95604,4.09
5606,6605,15605,Suddenly Royal (The Royals #1),95605,3.88
5607,6606,15606,The Dirt: Confessions of the World's Most Notorious Rock Band,95606,4.13
5608,6607,15607,The Tale of Genji,95607,3.72
5609,6608,15608,Knots and Crosses (Inspector Rebus #1),95608,3.82
5610,6609,15609,The Chemistry of Death (David Hunter #1),95609,4.15
5611,6610,15610,The 10X Rule: The Only Difference Between Success and Failure,95610,3.95
5612,6611,15611,The Hammer of God: A Novel,95611,3.69
5613,6612,15612,Godless: The Church of Liberalism,95612,3.32
5614,6613,15613,Chariots of The Gods,95613,3.52
5615,6614,15614,Beauty and the Beast,95614,3.98
5616,6615,15615,Story of a Soul: The Autobiography of St. Thérèse of Lisieux,95615,4.4
5617,6616,15616,Vipers' Tangle,95616,4.05
5618,6617,15617,Candide and Other Stories,95617,3.93
5619,6618,15618,The Hobbit Part One,95618,4.3
5620,6619,15619,Where the Forest Meets the Stars,95619,4.14
5621,6620,15620,A Spark of Light,95620,3.74
5622,6621,15621,The Stone Sky (The Broken Earth #3),95621,4.35
5623,6622,15622,Renegades (Renegades #1),95622,4.14
5624,6623,15623,The Gentle Art of Swedish Death Cleaning: How to Free Yourself and Your Family from a Lifetime of Clutter,95623,3.38
5625,6624,15624,Horse Heaven,95624,3.89
5626,6625,15625,The Master of Go,95625,3.82
5627,6626,15626,The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy #1-3; Legend of Drizzt #1-3),95626,4.35
5628,6627,15627,Great Lion of God,95627,4.17
5629,6628,15628,Pompeii,95628,3.85
5630,6629,15629,Vidas Secas,95629,4.2
5631,6630,15630,The Elephant Whisperer,95630,4.5
5632,6631,15631,The Crow,95631,4.29
5633,6632,15632,Untamed,95632,4.0
5634,6633,15633,Moonraker's Bride,95633,4.32
5635,6634,15634,Passing,95634,3.93
5636,6635,15635,Jefferson's Sons,95635,4.1
5637,6636,15636,Big Little Lies,95636,4.3
5638,6637,15637,Reading People: How Seeing the World through the Lens of Personality Changes Everything,95637,3.71
5639,6638,15638,Mockingbird,95638,4.16
5640,6639,15639,The Continental Op,95639,4.15
5641,6640,15640,Selected Poetry,95640,4.24
5642,6641,15641,The Secret Diary of Anne Boleyn,95641,3.83
5643,6642,15642,A Trick of the Light (Chief Inspector Armand Gamache #7),95642,4.31
5644,6643,15643,Pudd'nhead Wilson,95643,3.75
5645,6644,15644,Days of Blood & Starlight (Daughter of Smoke & Bone #2),95644,4.14
5646,6645,15645,Cordelia's Honor (Vorkosigan Omnibus #1),95645,4.33
5647,6646,15646,Dream Dancer (Kerrion Empire #1),95646,3.94
5648,6647,15647,If I Ran the Zoo,95647,3.84
5649,6648,15648,A Child's Garden of Verses,95648,4.28
5650,6649,15649,The Napoleon of Notting Hill,95649,3.83
5651,6650,15650,Empress Orchid (Empress Orchid #1),95650,3.89
5652,6651,15651,Succubus Blues (Georgina Kincaid #1),95651,3.94
5653,6652,15652,Pollyanna Grows Up (Pollyanna #2),95652,3.84
5654,6653,15653,I Shall Wear Midnight (Discworld #38; Tiffany Aching #4),95653,4.34
5655,6654,15654,Behold the Dreamers,95654,3.95
5656,6655,15655,A Civil Campaign (Vorkosigan Saga #12),95655,4.41
5657,6656,15656,My Bondage and My Freedom,95656,4.37
5658,6657,15657,Under the Volcano,95657,3.77
5659,6658,15658,A Perfect Blood (The Hollows #10),95658,4.38
5660,6659,15659,Pentimento,95659,3.92
5661,6660,15660,The Naked Ape,95660,3.94
5662,6661,15661,Hidden Riches,95661,4.04
5663,6662,15662,Castaways of the Flying Dutchman (Castaways of the Flying Dutchman #1),95662,3.99
5664,6663,15663,Lucky Man,95663,4.05
5665,6664,15664,Lincoln,95664,4.23
5666,6665,15665,Amerika,95665,3.74
5667,6666,15666,Before We Were Strangers,95666,4.16
5668,6667,15667,The Expats (Kate Moore #1),95667,3.49
5669,6668,15668,The Power of Full Engagement: Managing Energy Not Time Is the Key to High Performance and Personal Renewal,95668,3.98
5670,6669,15669,Each Peach Pear Plum,95669,4.22
5671,6670,15670,The Prodigal Daughter (Kane & Abel #2),95670,3.97
5672,6671,15671,The Complete Saki,95671,4.37
5673,6672,15672,Out of the Dust,95672,3.77
5674,6673,15673,The End Of Mr. Y,95673,3.77
5675,6674,15674,Jim Henson: The Biography,95674,3.98
5676,6675,15675,I Am David,95675,3.97
5677,6676,15676,The Ministry of Utmost Happiness,95676,3.53
5678,6677,15677,A Fatal Grace (Chief Inspector Armand Gamache #2),95677,4.1
5679,6678,15678,The Wolves of Willoughby Chase (The Wolves Chronicles #1),95678,4.06
5680,6679,15679,Dauntless (The Lost Fleet #1),95679,3.96
5681,6680,15680,Terra Nostra,95680,4.12
5682,6681,15681,Tales Of Pirx The Pilot,95681,4.1
5683,6682,15682,Patton: A Genius for War,95682,4.25
5684,6683,15683,The Secret History of the Pink Carnation (Pink Carnation #1),95683,3.69
5685,6684,15684,A View from the Bridge: A Play in Two Acts,95684,3.7
5686,6685,15685,90 Minutes in Heaven: A True Story of Death and Life,95685,3.97
5687,6686,15686,Blackmoore,95686,4.17
5688,6687,15687,The Tombs of Atuan (Earthsea Cycle #2),95687,4.11
5689,6688,15688,Little Lord Fauntleroy,95688,3.88
5690,6689,15689,After You (Me Before You #2),95689,3.74
5691,6690,15690,Self Matters: Creating Your Life from the Inside Out,95690,3.66
5692,6691,15691,Leo Tolstoy's War and Peace,95691,3.96
5693,6692,15692,The Prisoner of Cell 25 (Michael Vey #1),95692,4.22
5694,6693,15693,The Little White Horse,95693,4.09
5695,6694,15694,Ada or Ardor: A Family Chronicle,95694,4.13
5696,6695,15695,Thinking in Pictures: My Life with Autism,95695,4.12
5697,6696,15696,Ascend (Trylle #3),95696,4.08
5698,6697,15697,Trifles,95697,3.86
5699,6698,15698,Unfu*k Yourself: Get Out of Your Head and Into Your Life,95698,3.84
5700,6699,15699,Until I Find You,95699,3.65
5701,6700,15700,Tennis Shoes Among the Nephites (Tennis Shoes #1),95700,4.0
5702,6701,15701,Salt: A World History,95701,3.75
5703,6702,15702,Sundiver (The Uplift Saga #1),95702,3.69
5704,6703,15703,Heat Wave (Nikki Heat #1),95703,3.57
5705,6704,15704,The Demolished Man,95704,3.98
5706,6705,15705,Bright Lights Big City,95705,3.79
5707,6706,15706,Dear and Glorious Physician,95706,4.33
5708,6707,15707,Shibumi,95707,4.19
5709,6708,15708,Drowning Ruth,95708,3.75
5710,6709,15709,The Complete Sherlock Holmes: Volume II,95709,4.48
5711,6710,15710,Son of the Shadows (Sevenwaters #2),95710,4.33
5712,6711,15711,City of Shadows,95711,3.96
5713,6712,15712,Ship of Fools,95712,3.68
5714,6713,15713,Tweak: Growing Up On Methamphetamines,95713,3.96
5715,6714,15714,I Am the Cheese,95714,3.76
5716,6715,15715,The Story of an Hour,95715,4.08
5717,6716,15716,Paradise Lost and Paradise Regained,95716,4.07
5718,6717,15717,Escape from Warsaw,95717,4.03
5719,6718,15718,The Noticer: Sometimes All a Person Needs Is a Little Perspective,95718,4.19
5720,6719,15719,Waylander (The Drenai Saga #3),95719,4.29
5721,6720,15720,Memórias Póstumas de Brás Cubas,95720,4.26
5722,6721,15721,Love Letters to the Dead,95721,3.8
5723,6722,15722,Behold the Man,95722,3.77
5724,6723,15723,Locke & Key Vol. 1: Welcome to Lovecraft,95723,4.15
5725,6724,15724,The Sculptress,95724,3.92
5726,6725,15725,Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers,95725,3.68
5727,6726,15726,Children of God (The Sparrow #2),95726,4.08
5728,6727,15727,Lover Awakened (Black Dagger Brotherhood #3),95727,4.44
5729,6728,15728,The Dreaming Void (Void #1),95728,4.18
5730,6729,15729,The Guardian,95729,4.16
5731,6730,15730,Of Love and Shadows,95730,3.98
5732,6731,15731,Stone of Farewell (Memory Sorrow and Thorn #2),95731,4.09
5733,6732,15732,Ordinary Grace,95732,4.25
5734,6733,15733,The Late Show (Renée Ballard #1; Harry Bosch Universe #29),95733,4.1
5735,6734,15734,Now We Are Six (Winnie-the-Pooh #4),95734,4.3
5736,6735,15735,The Plague Dogs,95735,3.87
5737,6736,15736,The Holographic Universe,95736,4.09
5738,6737,15737,This Is Not My Hat,95737,4.22
5739,6738,15738,The Algebraist,95738,4.03
5740,6739,15739,Squire (Protector of the Small #3),95739,4.29
5741,6740,15740,Magnificent Obsession,95740,3.87
5742,6741,15741,The 13½ Lives of Captain Bluebear (Zamonia #1),95741,4.28
5743,6742,15742,Some Girls Bite (Chicagoland Vampires #1),95742,3.99
5744,6743,15743,Tiger's Quest (The Tiger Saga #2),95743,4.31
5745,6744,15744,The Buddha in the Attic,95744,3.67
5746,6745,15745,Augustus,95745,4.23
5747,6746,15746,The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,95746,4.16
5748,6747,15747,The Armies of the Night: History as a Novel the Novel as History,95747,3.63
5749,6748,15748,Through Time Into Healing,95748,4.19
5750,6749,15749,Diet for a Small Planet,95749,3.96
5751,6750,15750,Animalia,95750,4.26
5752,6751,15751,Mr. Midshipman Hornblower,95751,4.17
5753,6752,15752,The White Princess (The Plantagenet and Tudor Novels #5),95752,3.92
5754,6753,15753,Intellectuals: From Marx and Tolstoy to Sartre and Chomsky,95753,3.85
5755,6754,15754,Heat and Dust,95754,3.55
5756,6755,15755,Don't Overthink It: Make Easier Decisions Stop Second-Guessing and Bring More Joy to Your Life,95755,3.89
5757,6756,15756,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,95756,4.14
5758,6757,15757,The Indigo Spell (Bloodlines #3),95757,4.36
5759,6758,15758,The Woman Who Wasn't There: The True Story of an Incredible Deception,95758,3.77
5760,6759,15759,The Goal: A Process of Ongoing Improvement,95759,4.08
5761,6760,15760,Pinocchio,95760,3.85
5762,6761,15761,The Code: The Five Secrets of Teen Success,95761,3.58
5763,6762,15762,Your Chance to Hear the Last Panther Speak,95762,4.43
5764,6763,15763,Chasing Dreams,95763,3.24
5765,6764,15764,Familiar Scars,95764,3.97
5766,6765,15765,If You Deceive (MacCarrick Brothers #3),95765,4.15
5767,6766,15766,The Wreckage of Agathon,95766,3.83
5768,6767,15767,HELP! A Bear is Eating Me!,95767,3.48
5769,6768,15768,Moe Howard Died For Our Sins: made-to-fit tales for the maladjusted,95768,4.11
5770,6769,15769,The Adoration of Jenna Fox (Jenna Fox Chronicles #1),95769,3.69
5771,6770,15770,A Girl's Guide to Guys: Meeting Them Managing Them and All That Love Stuff,95770,4.33
5772,6771,15771,Ordeal,95771,3.98
5773,6772,15772,Saint Paul Trois Chateaux: 1948,95772,3.93
5774,6773,15773,By Fire By Water,95773,3.73
5775,6774,15774,On Power and Ideology: The Managua Lectures,95774,4.12
5776,6775,15775,Dutch,95775,4.1
5777,6776,15776,The Seed,95776,3.58
5778,6777,15777,The Dark Age (Survivors of the Pulse #2),95777,4.02
5779,6778,15778,Sundial,95778,3.67
5780,6779,15779,Moon Over Manifest,95779,4.04
5781,6780,15780,Making Waves (Lake Manawa Summers #1),95780,3.85
5782,6781,15781,Mere Enchantment,95781,3.84
5783,6782,15782,The Museum of Innocence,95782,3.77
5784,6783,15783,Will Work For Peace: New Political Poems,95783,4.31
5785,6784,15784,The First and Last Freedom,95784,4.21
5786,6785,15785,All My Love Detrick (All My Love Detrick #1),95785,4.08
5787,6786,15786,Snow,95786,4.09
5788,6787,15787,Sticks and Stones,95787,3.41
5789,6788,15788,Shadow of Darkness (Creature Kid #1),95788,4.25
5790,6789,15789,Where the Deer Dwell,95789,3.71
5791,6790,15790,The Adventures of Jewel Cardwell,95790,4.0
5792,6791,15791,Legacy of Rescue: A Daughter's Tribute,95791,4.41
5793,6792,15792,Until Tuesday: A Wounded Warrior and the Golden Retriever Who Saved Him,95792,4.19
5794,6793,15793,Some Girls Are,95793,3.87
5795,6794,15794,Barriers of the New World,95794,3.7
5796,6795,15795,Mana,95795,4.24
5797,6796,15796,Hard Wired: A Crash Course in Small College Football,95796,3.72
5798,6797,15797,Cutter,95797,3.81
5799,6798,15798,Reverb,95798,3.63
5800,6799,15799,Life's A Bitch!,95799,3.79
5801,6800,15800,Logan's Run,95800,3.65
5802,6801,15801,Progress (Progress #1),95801,3.79
5803,6802,15802,From Hurt to Happiness: Emotional Rescue from the Ground Up,95802,4.27
5804,6803,15803,Midnight for Charlie Bone (The Children of the Red King #1),95803,3.83
5805,6804,15804,Memoirs of a Dutiful Daughter,95804,4.12
5806,6805,15805,God Save the Pirate,95805,3.29
5807,6806,15806,Dreaming My Animal Selves/Le Songe de Mes Ames Animales,95806,4.77
5808,6807,15807,The Speed of Dark,95807,4.31
5809,6808,15808,Portrait of a Protégé (Portraits #2),95808,4.16
5810,6809,15809,The Secrets of Albion Falls (The Secrets Series Volume 1),95809,5.0
5811,6810,15810,Adventure-Pom!,95810,4.11
5812,6811,15811,Aether Warriors (The Hidden War Series #1),95811,4.33
5813,6812,15812,Danyrogof Deep,95812,4.46
5814,6813,15813,Sorcerer's Apprentice,95813,4.15
5815,6814,15814,The Scorpion's Sting,95814,3.71
5816,6815,15815,It Comes Natural - Understanding Natural and Integrative Medicine,95815,4.44
5817,6816,15816,Son of the Morning,95816,3.98
5818,6817,15817,Have I Told You (Black Hollywood #1),95817,3.74
5819,6818,15818,Non Friction,95818,3.91
5820,6819,15819,Running with God: A discipleship guide to grow in faith and experience the power and love of God,95819,4.89
5821,6820,15820,Unthinkable Consequences,95820,3.95
5822,6821,15821,Why the World Sucks and What We Can Do About It,95821,3.58
5823,6822,15822,Matter of Choice,95822,3.66
5824,6823,15823,One Piece Volume 1: Romance Dawn (One Piece #1),95823,4.47
5825,6824,15824,Circle of Five (Pha Yul #1),95824,4.19
5826,6825,15825,Things Grak Hates,95825,3.79
5827,6826,15826,Safe & Sound,95826,3.89
5828,6827,15827,Planet Graxpiex,95827,3.64
5829,6828,15828,Bite Marks,95828,4.62
5830,6829,15829,Plebs,95829,4.18
5831,6830,15830,Kiss Me Like This (The Morrisons #1),95830,4.04
5832,6831,15831,Ancient Truth (Line of Blood Saga #1),95831,4.37
5833,6832,15832,Angelwood. Kings & Queens,95832,4.15
5834,6833,15833,How We Fall,95833,3.65
5835,6834,15834,The Longest Distance,95834,4.39
5836,6835,15835,Naji and the mystery of the dig,95835,4.61
5837,6836,15836,I See You,95836,4.37
5838,6837,15837,The Savvy Woman's Secrets to Outwit a Cheating Man,95837,4.45
5839,6838,15838,Liliana (Liliana #1),95838,3.86
5840,6839,15839,Survivor's Guilt: The Secret Service and the Failure to Protect President Kennedy,95839,4.18
5841,6840,15840,Into Exile,95840,4.66
5842,6841,15841,Sparks (Anya Kalinczyk #2),95841,3.81
5843,6842,15842,Love Them Back to LIFE,95842,4.89
5844,6843,15843,Eclavarda Rising,95843,5.0
5845,6844,15844,Sky Child (Sky Child #1),95844,3.92
5846,6845,15845,Hunters of Satan's Monsters (Legend of the Rolling Calf #1),95845,5.0
5847,6846,15846,Melody Jackson and the House on Lafayette Street,95846,4.53
5848,6847,15847,The Seventh Simian,95847,5.0
5849,6848,15848,Les Misérables - Volume 2 (Les Misérables #2),95848,4.41
5850,6849,15849,The Rainbow Bridge: Bridge to Inner Peace and to World Peace,95849,4.2
5851,6850,15850,Abuse (Abuse #1),95850,4.07
5852,6851,15851,A Thousand Lies,95851,4.26
5853,6852,15852,The Short Life of Sparrows,95852,3.91
5854,6853,15853,Dyslexic and Un-Stoppable: How Dyslexia Helps Us Create the Life of Our Dreams and How You Can Do It Too,95853,4.0
5855,6854,15854,Rei Wan The Outsider,95854,5.0
5856,6855,15855,Before Life Happened (Before #1),95855,3.74
5857,6856,15856,Living My Life,95856,4.32
5858,6857,15857,Where Pain Thrives,95857,4.0
5859,6858,15858,A Gateway to Hope,95858,4.29
5860,6859,15859,Moonbreeze (The Dragonian #4),95859,4.19
5861,6860,15860,Complicate Me (The Good Ol' Boys #1),95860,4.02
5862,6861,15861,American Story: A Lifetime Search for Ordinary People Doing Extraordinary Things,95861,3.62
5863,6862,15862,Pray Hard & Speak Life: Finding Hope in the Midst of: Addictions Bankruptcy Suicide Cancer,95862,4.43
5864,6863,15863,Fighting The Storm,95863,4.38
5865,6864,15864,How to Grow an Addict,95864,4.17
5866,6865,15865,The Forbidden Line,95865,4.0
5867,6866,15866,Quantos Rising,95866,4.78
5868,6867,15867,Monique,95867,4.48
5869,6868,15868,Murphy's Path,95868,4.62
5870,6869,15869,Dawn of Procyon,95869,4.02
5871,6870,15870,Mutantupproret 994% DNA,95870,4.2
5872,6871,15871,Secret of the Cassin's Family Curse (Castle of Mysteries #1),95871,4.88
5873,6872,15872,He Whistles for the Cricket,95872,4.52
5874,6873,15873,The Very Devil Herself!,95873,3.74
5875,6874,15874,The End of the Jesus Era (An Investigation #1),95874,3.95
5876,6875,15875,Flash,95875,4.33
5877,6876,15876,At First Blush,95876,3.86
5878,6877,15877,How an iPhone Made Me the Youngest Billionaairee,95877,4.53
5879,6878,15878,Lady Thatcher's Wink,95878,4.67
5880,6879,15879,Cara's Twelve,95879,3.97
5881,6880,15880,Recreant,95880,4.38
5882,6881,15881,The Devil's Prayer,95881,3.98
5883,6882,15882,The Devil's Advocate (The Wages of Sin #1),95882,3.95
5884,6883,15883,Saltwater,95883,4.2
5885,6884,15884,Should I Hate or Love,95884,4.0
5886,6885,15885,Vagabonds in France,95885,3.8
5887,6886,15886,Action Words: Journey of a Journalist,95886,4.62
5888,6887,15887,Reminiscences Of A Seeker: Dark Face Of The White World,95887,4.4
5889,6888,15888,Forty Autumns: A Family's Story of Courage and Survival on Both Sides of the Berlin Wall,95888,4.36
5890,6889,15889,Under The Rug: The Unforgettable Forgotten,95889,4.3
5891,6890,15890,What Healing Should Be: How to relieve pain and stop suffering,95890,4.95
5892,6891,15891,Single-Minded,95891,3.55
5893,6892,15892,HOW TO BE A SUCCESSFUL SLAVE: Using LAME Methodology,95892,5.0
5894,6893,15893,Zombie Park,95893,5.0
5895,6894,15894,Loving Ordinary Life: The Self-Help Book for People Who Are Tired of Self-Help Books,95894,4.01
5896,6895,15895,A Long Walk to Water: Based on a True Story,95895,4.27
5897,6896,15896,A Butler Christmas,95896,4.59
5898,6897,15897,Veronica,95897,3.8
5899,6898,15898,Number One Chinese Restaurant,95898,3.01
5900,6899,15899,The Shaman's Apprentice (Jovai #1),95899,4.3
5901,6900,15900,The Enigmatic Expanse - Existence,95900,4.53
5902,6901,15901,Horn-Horn (Horn-Horn #1),95901,4.51
5903,6902,15902,Are Men the Weaker Sex?,95902,3.58
5904,6903,15903,Rush,95903,3.94
5905,6904,15904,Humanism: The Whore of Babylon and the Sleeping Church,95904,3.78
5906,6905,15905,Rivers Never Fill The Sea,95905,4.82
5907,6906,15906,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,95906,4.45
5908,6907,15907,The Maze Runner (Maze Runner #1),95907,4.04
5909,6908,15908,They Called Me Wyatt,95908,1.64
5910,6909,15909,Learn Spanish with stories and audios as workbook. Spanish language course for beginners and advanced learners.: Spanish made simple. (SPRAUCH 1),95909,4.98
5911,6910,15910,Eye on the Ball (Playing for Glory #1),95910,4.3
5912,6911,15911,The Search for Alice (Dreaming of Wonderland #1),95911,4.4
5913,6912,15912,Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology #1),95912,4.27
5914,6913,15913,Easy Money Management: A Give and Save 3-6-5 Approach to Personal Finance,95913,4.79
5915,6914,15914,Shalmar (A Tale of Lifetimes Book 1),95914,4.17
5916,6915,15915,The Association,95915,4.36
5917,6916,15916,Not Just Yet. Egypt 2011: News - Incidents - Causes,95916,4.53
5918,6917,15917,Going Off Grid,95917,4.89
5919,6918,15918,The Explorer's Mindset: Unlock Health Happiness and Success the Fun Way,95918,4.19
5920,6919,15919,Unju - The Jump,95919,4.61
5921,6920,15920,The God Particle Conspiracy,95920,4.45
5922,6921,15921,To Love An Invisible God,95921,5.0
5923,6922,15922,The Fell,95922,4.13
5924,6923,15923,Tower of Dawn (Throne of Glass #6),95923,4.27
5925,6924,15924,The Night Diary,95924,4.22
5926,6925,15925,Magic Melody: Power of Kindness,95925,4.8
5927,6926,15926,Untitled Document: The Mystery Unfolds,95926,4.1
5928,6927,15927,Will & Mysteria: Two Inseparable Yogi's,95927,4.8
5929,6928,15928,Finding Identity,95928,4.14
5930,6929,15929,The Creation of Me Them and Us,95929,4.65
5931,6930,15930,Monogamy Book One. Lover (Monogamy #1),95930,4.11
5932,6931,15931,We of the Forsaken World...,95931,4.21
5933,6932,15932,They Come in All Colors,95932,3.42
5934,6933,15933,LOVE OVER CAPPUCCINO,95933,3.39
5935,6934,15934,The Thresher,95934,4.22
5936,6935,15935,Living The Dream: My Life With Horses,95935,4.0
5937,6936,15936,A Dance for the Gods (The Last Warrior King Series #2),95936,4.02
5938,6937,15937,The Convent,95937,4.0
5939,6938,15938,Geeks Beyond Time,95938,5.0
5940,6939,15939,Remnants of Atonement (True paths #1),95939,4.07
5941,6940,15940,The Crossing Gate  (A Waltz of Sin and Fire #1),95940,3.97
5942,6941,15941,5 Minute Fitness Strength Training for Senior Women at 50+ : Simple Home Exercises to Maintain Your Healthier Body Increase Energy Level and Improve Strength in 2 Weeks,95941,4.69
5943,6942,15942,The City of Joy,95942,4.24
5944,6943,15943,Muhammad the World-Changer: An Intimate Portrait,95943,4.44
5945,6944,15944,Optimal Happiness: The Fastest & Surest Way to Reach Your Happiest Potential,95944,4.69
5946,6945,15945,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,95945,4.12
5947,6946,15946,Raised by Wolves: Trapped by Demons,95946,4.56
5948,6947,15947,Pretty Dead Queens,95947,3.71
5949,6948,15948,The Target Is H (Penetrator #1),95948,3.86
5950,6949,15949,TekWar (TekWar #1),95949,3.14
5951,6950,15950,The Water Walls,95950,5.0
5952,6951,15951,Oneless Oneness: Tao as an Existential Remedy,95951,4.65
5953,6952,15952,The Heart of Touqar - THT -  Epic - Vol 1,95952,4.72
5954,6953,15953,Paper Targets: Art Can Be Murder,95953,4.38
5955,6954,15954,Ignis: Once My Fire Is Out What I Forged Remains,95954,4.5
5956,6955,15955,Power And Prediction: The Disruptive Economics of Artificial Intelligence,95955,4.26
5957,6956,15956,A Stronger Kinship: One Town's Extraordinary Story of Hope and Faith,95956,3.69
5958,6957,15957,When God Whispers Your Name,95957,4.27
5959,6958,15958,Windmills of the Gods,95958,3.87
5960,6959,15959,Bloodline,95959,3.85
5961,6960,15960,In The Eye of The Beholder:  A Novel of The Phantom of the Opera,95960,3.69
5962,6961,15961,The Corner: A Year in the Life of an Inner-City Neighborhood,95961,4.44
5963,6962,15962,Jonbull’s Stock Guide,95962,4.0
5964,6963,15963,Soul Surfer: A True Story of Faith Family and Fighting to Get Back on the Board,95963,4.06
5965,6964,15964,Cutters Don't Cry (SoCal #1),95964,4.02
5966,6965,15965,Grace of Giving: Turning the Key to Enter and Experience Fullness of Life,95965,4.21
5967,6966,15966,O Mandarim,95966,3.68
5968,6967,15967,Economics in One Lesson,95967,4.17
5969,6968,15968,The Robber Hotzenplotz,95968,4.22
5970,6969,15969,From Dictatorship to Democracy,95969,3.81
5971,6970,15970,The Wicked Girls,95970,3.48
5972,6971,15971,Caribbean,95971,3.95
5973,6972,15972,Disney's Prince and the Pauper,95972,4.04
5974,6973,15973,Spell Bound (Hex Hall #3),95973,4.06
5975,6974,15974,Shadowboxer,95974,4.32
5976,6975,15975,Nobody's Boy,95975,4.38
5977,6976,15976,Pravus,95976,4.0
5978,6977,15977,Sands of Betrayal (Kilted Desire #1),95977,4.09
5979,6978,15978,Sliding on the Snow Stone,95978,3.67
5980,6979,15979,The Art of The Fellowship of the Ring,95979,4.61
5981,6980,15980,Radical: Taking Back Your Faith from the American Dream,95980,4.18
5982,6981,15981,At Swim Two Boys,95981,4.1
5983,6982,15982,Theft of Swords (The Riyria Revelations #1-2),95982,4.22
5984,6983,15983,Winter Queen (Fairy Queens #1),95983,3.65
5985,6984,15984,Regine's Book: A Teen Girl's Last Words,95984,4.09
5986,6985,15985,Cross My Heart and Hope to Spy (Gallagher Girls #2),95985,4.13
5987,6986,15986,Delta Project: Rescue (Book 2),95986,4.78
5988,6987,15987,Sweet Oblivion (Sweet #1),95987,3.78
