,authorid,Author
5475,6475,Curtis Sittenfeld
5476,6476,Lee Child
5477,6477,Samantha  Downing
5478,6478,Goldsmith Marshall
5479,6479,Jeff VanderMeer
5480,6480,Bernard Cornwell
5481,6481,Gary B. Lundberg
5482,6482,Ryan Manganiello
5483,6483,Sophocles
5484,6484,Sarah J. Maas
5485,6485,Arthur Conan Doyle
5486,6486,Hal Elrod
5487,6487,Ian Fleming
5488,6488,Sir Ken Robinson PhD
5489,6489,Wassily Kandinsky
5490,6490,Sarah  Young
5491,6491,Richard Dawkins
5492,6492,Alcoholics Anonymous
5493,6493,John Hersey
5494,6494,Laini Taylor
5495,6495,Krysten Ritter
5496,6496,Agatha Christie
5497,6497,Sheri S. Tepper
5498,6498,Julia Hoban
5499,6499,Harry Markopolos
5500,6500,Guy Gavriel Kay
5501,6501,A.A. Milne
5502,6502,Kelly McGonigal
5503,6503,Peter Matthiessen
5504,6504,G.K. Chesterton
5505,6505,Kristen Ashley
5506,6506,J.R. Ward
5507,6507,Elspeth Huxley
5508,6508,Hampton Sides
5509,6509,Clare Mackintosh
5510,6510,Tess Gerritsen
5511,6511,James M. Henslin
5512,6512,Honoré de Balzac
5513,6513,Kristen D. Randle
5514,6514,Martin A. Lee
5515,6515,Yusuf Al-Hajj Ahmad
5516,6516,Omar Khayyám
5517,6517,Shalom Auslander
5518,6518,Jo Nesbø
5519,6519,Chip Heath
5520,6520,Saul Bellow
5521,6521,Manda Scott
5522,6522,Steve Hockensmith
5523,6523,Ann Voskamp
5524,6524,Charles Dickens
5525,6525,Robert Newton Peck
5526,6526,Yusuf Al-Hajj Ahmad
5527,6527,William Ritter
5528,6528,John  Stephens
5529,6529,S.K. Tremayne
5530,6530,Somaly Mam
5531,6531,Blue Balliett
5532,6532,محمد بن إدريس الشافعي
5533,6533,Pseudonymous Bosch
5534,6534,Iain Pears
5535,6535,Jan-Philipp Sendker
5536,6536,Terry Brooks
5537,6537,Dean Koontz
5538,6538,Steven Pressfield
5539,6539,Timothy Snyder
5540,6540,Emlyn Chand
5541,6541,Multatuli
5542,6542,Noam Chomsky
5543,6543,Douglas Adams
5544,6544,Aly Monroe
5545,6545,Martin Lings
5546,6546,Maureen Johnson
5547,6547,Megan Morrison
5548,6548,Nigella Lawson
5549,6549,Marjorie Flack
5550,6550,Matthew Kneale
5551,6551,Ursula K. Le Guin
5552,6552,Mindy McGinnis
5553,6553,Iyanla Vanzant
5554,6554,Michael I. Bennett
5555,6555,Nassim Nicholas Taleb
5556,6556,Charles Mackay
5557,6557,Agatha Christie
5558,6558,Trenton Lee Stewart
5559,6559,James M. Cain
5560,6560,N.M. Silber
5561,6561,Izzeldin Abuelaish
5562,6562,Rick Riordan
5563,6563,Cal Newport
5564,6564,Sarah  Pearse
5565,6565,Olga Tokarczuk
5566,6566,Barbara W. Tuchman
5567,6567,Lois McMaster Bujold
5568,6568,Wendell Berry
5569,6569,Jon Acuff
5570,6570,Oliver Burkeman
5571,6571,Brandon Mull
5572,6572,Peter Hedges
5573,6573,Louise Rennison
5574,6574,Roald Dahl
5575,6575,Jess Walter
5576,6576,Max Barry
5577,6577,Chimamanda Ngozi Adichie
5578,6578,Terry Pratchett
5579,6579,Fiona Barton
5580,6580,Abi Daré
5581,6581,Louise Penny
5582,6582,Matt Haig
5583,6583,Frantz Fanon
5584,6584,Alyson Noel
5585,6585,Darynda Jones
5586,6586,Elizabeth Cady Stanton
5587,6587,Renée Ahdieh
5588,6588,Sam Shepard
5589,6589,Timothy A. Pychyl
5590,6590,Vladimir Lenin
5591,6591,Andy Warhol
5592,6592,Charles Dickens
5593,6593,Jean Giono
5594,6594,Robert Holdstock
5595,6595,Jeffrey R. Holland
5596,6596,Alice Munro
5597,6597,Apsley Cherry-Garrard
5598,6598,Lloyd Alexander
5599,6599,Austin Tappan Wright
5600,6600,Agatha Christie
5601,6601,William Shakespeare
5602,6602,Mo Willems
5603,6603,Leon Trotsky
5604,6604,Michael Crichton
5605,6605,Nichole Chase
5606,6606,Neil Strauss
5607,6607,Murasaki Shikibu
5608,6608,Ian Rankin
5609,6609,Simon Beckett
5610,6610,Grant Cardone
5611,6611,Arthur C. Clarke
5612,6612,Ann Coulter
5613,6613,Erich von Däniken
5614,6614,Jeanne-Marie Leprince de Beaumont
5615,6615,Thérèse of Lisieux
5616,6616,François Mauriac
5617,6617,Voltaire
5618,6618,J.R.R. Tolkien
5619,6619,Glendy Vanderah
5620,6620,Jodi Picoult
5621,6621,N.K. Jemisin
5622,6622,Marissa Meyer
5623,6623,Margareta Magnusson
5624,6624,Jane Smiley
5625,6625,Yasunari Kawabata
5626,6626,R.A. Salvatore
5627,6627,Taylor Caldwell
5628,6628,Robert   Harris
5629,6629,Graciliano Ramos
5630,6630,Lawrence Anthony
5631,6631,James O'Barr
5632,6632,Glennon Doyle
5633,6633,Madeleine Brent
5634,6634,Nella Larsen
5635,6635,Kimberly Brubaker Bradley
5636,6636,Liane Moriarty
5637,6637,Anne Bogel
5638,6638,Walter Tevis
5639,6639,Dashiell Hammett
5640,6640,John Keats
5641,6641,Robin Maxwell
5642,6642,Louise Penny
5643,6643,Mark Twain
5644,6644,Laini Taylor
5645,6645,Lois McMaster Bujold
5646,6646,Janet E. Morris
5647,6647,Dr. Seuss
5648,6648,Robert Louis Stevenson
5649,6649,G.K. Chesterton
5650,6650,Anchee Min
5651,6651,Richelle Mead
5652,6652,Eleanor H. Porter
5653,6653,Terry Pratchett
5654,6654,Imbolo Mbue
5655,6655,Lois McMaster Bujold
5656,6656,Frederick Douglass
5657,6657,Malcolm Lowry
5658,6658,Kim Harrison
5659,6659,Lillian Hellman
5660,6660,Desmond Morris
5661,6661,Nora Roberts
5662,6662,Brian Jacques
5663,6663,Michael J. Fox
5664,6664,Gore Vidal
5665,6665,Franz Kafka
5666,6666,Renee Carlino
5667,6667,Chris  Pavone
5668,6668,Jim Loehr
5669,6669,Janet Ahlberg
5670,6670,Jeffrey Archer
5671,6671,Saki
5672,6672,Karen Hesse
5673,6673,Scarlett Thomas
5674,6674,Brian Jay Jones
5675,6675,Anne Holm
5676,6676,Arundhati Roy
5677,6677,Louise Penny
5678,6678,Joan Aiken
5679,6679,Jack Campbell
5680,6680,Carlos Fuentes
5681,6681,Stanisław Lem
5682,6682,Carlo D'Este
5683,6683,Lauren Willig
5684,6684,Arthur  Miller
5685,6685,Don Piper
5686,6686,Julianne Donaldson
5687,6687,Ursula K. Le Guin
5688,6688,Frances Hodgson Burnett
5689,6689,Jojo Moyes
5690,6690,Phillip C. McGraw
5691,6691,Harold Bloom
5692,6692,Richard Paul Evans
5693,6693,Elizabeth Goudge
5694,6694,Vladimir Nabokov
5695,6695,Temple Grandin
5696,6696,Amanda Hocking
5697,6697,Susan Glaspell
5698,6698,Gary John Bishop
5699,6699,John Irving
5700,6700,Chris Heimerdinger
5701,6701,Mark Kurlansky
5702,6702,David Brin
5703,6703,Richard Castle
5704,6704,Alfred Bester
5705,6705,Jay McInerney
5706,6706,Taylor Caldwell
5707,6707,Trevanian
5708,6708,Christina Schwarz
5709,6709,Arthur Conan Doyle
5710,6710,Juliet Marillier
5711,6711,Ariana Franklin
5712,6712,Katherine Anne Porter
5713,6713,Nic Sheff
5714,6714,Robert Cormier
5715,6715,Kate Chopin
5716,6716,John Milton
5717,6717,Ian Serraillier
5718,6718,Andy Andrews
5719,6719,David Gemmell
5720,6720,Machado de Assis
5721,6721,Ava Dellaira
5722,6722,Michael Moorcock
5723,6723,Joe Hill
5724,6724,Minette Walters
5725,6725,Lois P. Frankel
5726,6726,Mary Doria Russell
5727,6727,J.R. Ward
5728,6728,Peter F. Hamilton
5729,6729,Nicholas Sparks
5730,6730,Isabel Allende
5731,6731,Tad Williams
5732,6732,William Kent Krueger
5733,6733,Michael Connelly
5734,6734,A.A. Milne
5735,6735,Richard  Adams
5736,6736,Michael Talbot
5737,6737,Jon Klassen
5738,6738,Iain M. Banks
5739,6739,Tamora Pierce
5740,6740,Lloyd C. Douglas
5741,6741,Walter Moers
5742,6742,Chloe Neill
5743,6743,Colleen Houck
5744,6744,Julie Otsuka
5745,6745,John  Williams
5746,6746,Edith Hahn Beer
5747,6747,Norman Mailer
5748,6748,Brian L. Weiss
5749,6749,Frances Moore Lappé
5750,6750,Graeme Base
5751,6751,C.S. Forester
5752,6752,Philippa Gregory
5753,6753,Paul  Johnson
5754,6754,Ruth Prawer Jhabvala
5755,6755,Anne Bogel
5756,6756,Robert T. Kiyosaki
5757,6757,Richelle Mead
5758,6758,Robin Gaby Fisher
5759,6759,Eliyahu M. Goldratt
5760,6760,Carlo Collodi
5761,6761,Mawi Asgedom
5762,6762,Chase Von
5763,6763,Aaron Jennings
5764,6764,Christy Leigh Stewart
5765,6765,Kresley Cole
5766,6766,John Gardner
5767,6767,Mykle Hansen
5768,6768,Dale Andrew White
5769,6769,Mary E. Pearson
5770,6770,Rachel Hill
5771,6771,Tatyana K. Varenko
5772,6772,C. JoyBell C.
5773,6773,Mitchell James Kaplan
5774,6774,Noam Chomsky
5775,6775,Jamie Christian Desplaces
5776,6776,Fola
5777,6777,Jeff W. Horton
5778,6778,C.F. Fruzzetti
5779,6779,Clare Vanderpool
5780,6780,Lorna Seilstad
5781,6781,Alicia Rivoli
5782,6782,Orhan Pamuk
5783,6783,Brett Axel
5784,6784,J. Krishnamurti
5785,6785,Roberta Kagan
5786,6786,Kathryn  Hewitt
5787,6787,Veronica Lovejoy
5788,6788,Rashad Freeman
5789,6789,Dorothy Gravelle
5790,6790,Fumi Hancock
5791,6791,Marta Fuchs
5792,6792,Luis Carlos Montalván
5793,6793,Courtney Summers
5794,6794,Barbara Rayne
5795,6795,Asher Tensei
5796,6796,Jebb A. Rebal
5797,6797,T.S. Martin
5798,6798,J. Cafesin
5799,6799,C.P.
5800,6800,William F. Nolan
5801,6801,Amy Queau
5802,6802,Mike Van
5803,6803,Jenny Nimmo
5804,6804,Simone de Beauvoir
5805,6805,Ria Warrick
5806,6806,Helene Cardona
5807,6807,Clayton Clifford Bye
5808,6808,J.B. Chicoine
5809,6809,Sass Cadeaux
5810,6810,Sean Dryden
5811,6811,Dean Ravenola
5812,6812,Ross Dinwiddy
5813,6813,Tahir Shah
5814,6814,J.D. Masterson
5815,6815,Marsha Gujurati
5816,6816,Linda Howard
5817,6817,F.L. Jacob
5818,6818,Morgan Parker
5819,6819,Liz Hill-O'Shea
5820,6820,Bob Rector
5821,6821,B. Regan Asher
5822,6822,R.M. Alexander
5823,6823,Eiichiro Oda
5824,6824,Jan Raymond
5825,6825,Peter J. Story
5826,6826,T.S. Krupa
5827,6827,Rudi Hilmanto
5828,6828,C.J. Galaway
5829,6829,Jim Goforth
5830,6830,Bella Andre
5831,6831,Jack Goodwind
5832,6832,Hendrik Birke
5833,6833,Kate Brauning
5834,6834,David      Scott
5835,6835,Vahid Imani
5836,6836,Frantiska Oliver
5837,6837,Ellen Ames
5838,6838,Neva Squires-Rodriguez
5839,6839,Vincent Michael Palamara
5840,6840,Elin Toona Gottschalk
5841,6841,Laura Bickle
5842,6842,Ariane Page
5843,6843,Stephen Christiansen
5844,6844,T.M. Brenner
5845,6845,Horace S. Mallette
5846,6846,B.M.B. Johnson
5847,6847,Gary Kurylo
5848,6848,Victor Hugo
5849,6849,Brent N. Hunter
5850,6850,Nikki Sex
5851,6851,Sharon Sala
5852,6852,Emm Cole
5853,6853,Lucie M. Curtiss
5854,6854,Jim Herman
5855,6855,Isabel Curtis
5856,6856,Emma Goldman
5857,6857,Mie Hansson
5858,6858,E.C. Jackson
5859,6859,Adrienne Woods
5860,6860,M. Robinson
5861,6861,Bob Dotson
5862,6862,Clifton J. Powell
5863,6863,Marcia Burns
5864,6864,J.A.  Wright
5865,6865,Mayank Kashyap
5866,6866,Venancio Cadle Gomani Jr.
5867,6867,Fox Emerson
5868,6868,Madeleyn Questman
5869,6869,Mark R. Healy
5870,6870,Martin J. Sallberg
5871,6871,Julie-Anne Gamble
5872,6872,Gwen Walker
5873,6873,Loren Molloy
5874,6874,Danail Hristov
5875,6875,Alex Hoagland
5876,6876,Beth Ellyn Summer
5877,6877,K SARAFF
5878,6878,David Arscott
5879,6879,Chantel Seabrook
5880,6880,Geffrey Kane
5881,6881,Luke Gracias
5882,6882,L.E.  Parker
5883,6883,Cathy McLennan
5884,6884,Kisnaa
5885,6885,Michael  A. Barry
5886,6886,Shaune Bordere
5887,6887,Kapil Kumar Bhaskar
5888,6888,Nina Willner
5889,6889,L. Marie Williams
5890,6890,George  Alexandru
5891,6891,Lisa Daily
5892,6892,Evory Salieri
5893,6893,Simon Marlowe
5894,6894,Anastasia Petrenko
5895,6895,Linda Sue Park
5896,6896,Rahiem Brooks
5897,6897,Nicholas Christopher
5898,6898,Lillian Li
5899,6899,B. Muze
5900,6900,Sreedhar P. Iyer
5901,6901,A.D.T. McLellan
5902,6902,Josette Sona
5903,6903,Lisa Patton
5904,6904,Christina M.  Lopez
5905,6905,Giselle V. Steele
5906,6906,Bob Goff
5907,6907,James Dashner
5908,6908,Natasha Tynes
5909,6909,Anton Hager
5910,6910,Francine Beaton
5911,6911,Amy Koto
5912,6912,Stephen Fry
5913,6913,Laurick Ingram
5914,6914,Serena Whynd
5915,6915,Sharon Ann Ziegler
5916,6916,Mohamed Abdel-Maksoud
5917,6917,Dave  Lewis
5918,6918,Francis Shenstone
5919,6919,Gleneley Stander
5920,6920,Don  Phelan
5921,6921,Jocelyn Soriano
5922,6922,Robert   Jenkins
5923,6923,Sarah J. Maas
5924,6924,Veera Hiranandani
5925,6925,Zain Haseeb
5926,6926,Sufyan Sher
5927,6927,Christa Reynolds
5928,6928,Silenus Poetry
5929,6929,Heather  Marsh
5930,6930,Victoria Sobolev
5931,6931,Kiran Bhat
5932,6932,Malcolm Hansen
5933,6933,Mansi Modi
5934,6934,Paul  Christensen
5935,6935,Andrew   Reeves
5936,6936,E.O. Odiase
5937,6937,Sarah Sheridan
5938,6938,S.R. Thomas
5939,6939,G.P. McKenna
5940,6940,Asiel R. Lavie
5941,6941,Bruce Harris
5942,6942,Dominique Lapierre
5943,6943,Mohamad Jebara
5944,6944,Roman Russo
5945,6945,Austin Kleon
5946,6946,Mimi Tallo
5947,6947,Alexa Donne
5948,6948,Lionel Derrick
5949,6949,William Shatner
5950,6950,iLana Markarov
5951,6951,Marcel Eschauzier
5952,6952,Eng.Sara Ahmad
5953,6953,Steve S. Saroff
5954,6954,Cassio Ferreira
5955,6955,Ajay Agrawal
5956,6956,Anna-Lisa Cox
5957,6957,Max Lucado
5958,6958,Sidney Sheldon
5959,6959,Sidney Sheldon
5960,6960,Sharon E. Cathcart
5961,6961,David Simon
5962,6962,J.P. Obienugh
5963,6963,Bethany Hamilton
5964,6964,Christine Dzidrums
5965,6965,Marja Verschoor-Meijers
5966,6966,Eça de Queirós
5967,6967,Henry Hazlitt
5968,6968,Otfried Preußler
5969,6969,Gene Sharp
5970,6970,Alex Marwood
5971,6971,James A. Michener
5972,6972,Walt Disney Company
5973,6973,Rachel Hawkins
5974,6974,Paula Sophia
5975,6975,Hector Malot
5976,6976,Ema Arius
5977,6977,A.B. McKinley
5978,6978,Andy Szpuk
5979,6979,Gary Russell
5980,6980,David     Platt
5981,6981,Jamie O'Neill
5982,6982,Michael J. Sullivan
5983,6983,Amber Argyle
5984,6984,Regine Stokke
5985,6985,Ally Carter
5986,6986,Jessica L. Jaster
5987,6987,Bailey Ardisone
5988,6988,Caroline A. Shearer
5989,6989,Jeff Smith
5990,6990,Robin Craig Clark
5991,6991,Robin Craig Clark
5992,6992,Daphne du Maurier
5993,6993,Nick Harkaway
5994,6994,Paulo Coelho
5995,6995,Daniel Woodrell
5996,6996,Santonu Kumar Dhar
5997,6997,Lilian Roberts
5998,6998,Tom Winton
5999,6999,Francis Otieno
6000,7000,Taylor Evan Fulks
6001,7001,Richard  Long
6002,7002,Jeremy Gant
6003,7003,Balkaran Singh Sidhu
6004,7004,Melissa Pouliot
6005,7005,Marian Manseau Cheatham
6006,7006,Catherine Rose Putsche
6007,7007,Ha-Joon Chang
6008,7008,Ted Cross
6009,7009,Benjamin J. Nichols
6010,7010,Alisa Mullen
6011,7011,David Eagleman
6012,7012,Susan Ee
6013,7013,Theodore Roosevelt
6014,7014,Meagan Brothers
6015,7015,Lincoln Cole
6016,7016,Sam Parker  McLeod
6017,7017,D.M. Wolfenden
6018,7018,Leslene della Madre
6019,7019,Charlotte Perkins Gilman
6020,7020,Jennie Ensor
6021,7021,J. Beckham Steele
6022,7022,Laura Frantz
6023,7023,Mark D.  Campbell
6024,7024,Gabriela Casineanu
6025,7025,Pam Muñoz Ryan
6026,7026,J.K. Duval
6027,7027,Bill   Brown
6028,7028,Roger David Francis
6029,7029,Roger David Francis
6030,7030,Althea S.T.
6031,7031,D.R. Pope
6032,7032,Caroline Lloyd
6033,7033,Terence Winstead
6034,7034,Christopher Joubert
6035,7035,Khaled Hosseini
6036,7036,Beth Koritz
6037,7037,Jody Armour
6038,7038,Albert Woodfox
6039,7039,A.D.T. McLellan
6040,7040,Meša Selimović
6041,7041,Ian Fleming
6042,7042,Louise Blackwick
6043,7043,Anshuman Srivastav
6044,7044,Lidija Stankovikj
6045,7045,Lidija Stankovikj
6046,7046,P.D. James
6047,7047,Lucy Foley
6048,7048,Aaron Mitchell
6049,7049,Max Lucado
6050,7050,Haresh Daswani
6051,7051,Gore Vidal
6052,7052,Debbie Vaughan
6053,7053,Kenneth Oppel
6054,7054,Tsao Hsueh-Chin
6055,7055,Stacey Danson
6056,7056,Helen Dunmore
6057,7057,T.D. McMichael
6058,7058,Wilbur Smith
6059,7059,Julian Darius
6060,7060,Strider Marcus Jones
6061,7061,Umera Ahmed
6062,7062,Nora Roberts
6063,7063,Martin  Gilbert
6064,7064,Sally Nicholls
6065,7065,Weston A. Price
6066,7066,John     Fitzgerald
6067,7067,Alexander Drake
6068,7068,J.B. Chicoine
6069,7069,Laurence St. John
6070,7070,Collette Sinclaire
6071,7071,Paul Bowles
6072,7072,Marlon James
6073,7073,Jennifer Szewczuk
6074,7074,Jhonen Vásquez
6075,7075,Karen Ann Hopkins
6076,7076,Tom Winton
6077,7077,Sarah Addison Allen
6078,7078,Robin Oliveira
6079,7079,Peter Heller
6080,7080,Rudi Hilmanto
6081,7081,Neal Shusterman
6082,7082,Avery Aster
6083,7083,Jory John
6084,7084,Anthony Hogger
6085,7085,Tom Perrotta
6086,7086,سلطان موسى الموسى
6087,7087,André Brink
6088,7088,Kevin J. Shay
6089,7089,Roberta Kagan
6090,7090,Gary Paul Stephenson
6091,7091,Steve Finando
6092,7092,Ashley Townsend
6093,7093,Allison Goh
6094,7094,Peter D. Campbell
6095,7095,Boris Akunin
6096,7096,Kim Iverson Headlee
6097,7097,Ernest Morris
6098,7098,Nick Lake
6099,7099,Renee Riva
6100,7100,William Joyce
6101,7101,Amit Ray
6102,7102,Evan S. Connell
6103,7103,Zoë S. Roy
6104,7104,Alexandra Fuller
6105,7105,Emma V. Leech
6106,7106,Shannon Love
6107,7107,Gabrielle David
6108,7108,Andrew Roberts
6109,7109,Athira Bhargavan
6110,7110,Sui Ishida
6111,7111,Andrew P.M. Yiallouros
6112,7112,Margaret Weis
6113,7113,Debashri Banerjee
6114,7114,Naguib Mahfouz
6115,7115,Dan Simmons
6116,7116,عباس معروفی
6117,7117,Althea S.T.
6118,7118,Faiz King
6119,7119,C.L Ross
6120,7120,Katherine  L. Moore
6121,7121,Nicolette Polek
6122,7122,Afroz  Alam
6123,7123,Martin Handford
6124,7124,Miruna Drăghici
6125,7125,E.O. Odiase
6126,7126,Ruskin Bond
6127,7127,Aeschylus
6128,7128,Baiculescu Ovidiu Nicolae
6129,7129,Bill Martin Jr.
6130,7130,K.D. Edwards
6131,7131,K.D. Edwards
6132,7132,Deborah Feldman
6133,7133,Warren Buffett
6134,7134,Gregg Olsen
6135,7135,A.G. Lafley
6136,7136,Margaret A. Gray
6137,7137,Daniel Quinn
6138,7138,Romain Rolland
6139,7139,Marcus Sanders
6140,7140,Robert McCloskey
6141,7141,Roxana Jones
6142,7142,Mark  Miller
6143,7143,Mark  Miller
6144,7144,Vikram Chandra
6145,7145,Murray Weiss
6146,7146,Travis Besecker
6147,7147,Gérard de Nerval
6148,7148,Bernice King
6149,7149,Alan Bradley
6150,7150,Unknown
6151,7151,Strider Marcus Jones
6152,7152,January Valentine
6153,7153,Carl Sagan
6154,7154,Bruno Bettelheim
6155,7155,L.L. Hunter
6156,7156,Mark Helprin
6157,7157,Pär Lagerkvist
6158,7158,Françoise Sagan
6159,7159,Oriana Fallaci
6160,7160,Robyn Schneider
6161,7161,Pierre Boulle
6162,7162,Tom Winton
6163,7163,David Clement-Davies
6164,7164,Murray Williams
6165,7165,D.B. Tarpley
6166,7166,Smiran Bhandari
6167,7167,Ben Carson MD
6168,7168,Vivian Vande Velde
6169,7169,Laurie Halse Anderson
6170,7170,Rain Murphy
6171,7171,Jyoti Arora
6172,7172,Giulio Einaudi
6173,7173,Robert Patrick Lewis
6174,7174,Bill C.  Castengera
6175,7175,John O'Riley
6176,7176,Ruskin Bond
6177,7177,John le Carré
6178,7178,Pankaj Varma
6179,7179,Erich Fromm
6180,7180,Carey Corp
6181,7181,Robert Thier
6182,7182,Paul W. West
6183,7183,Pat Schmatz
6184,7184,Brooksie D. Thompson
6185,7185,M. Robinson
6186,7186,Lev Emmanuilovich Razgon
6187,7187,P.A. Bitez
6188,7188,Wilbur Smith
6189,7189,Rush Limbaugh
6190,7190,Benedict Stuart
6191,7191,Michael Mathiesen
6192,7192,Arthur Archambeau
6193,7193,Tom Clancy
6194,7194,Mimi Novic
6195,7195,Naketa Ren Thigpen
6196,7196,Bibhutibhushan Bandyopadhyay
6197,7197,P.D. James
6198,7198,Jostein Gaarder
6199,7199,James Clavell
6200,7200,Tina  Brown
6201,7201,Verne Harnish
6202,7202,Lucinda Berry
6203,7203,Stephen Christian
6204,7204,Leo Tolstoy
6205,7205,Jon J. Muth
6206,7206,Jim Beaver
6207,7207,Arthur Schopenhauer
6208,7208,Marta Hillers
6209,7209,Antal Szerb
6210,7210,Chetan Bhagat
6211,7211,Lillian  Grant
6212,7212,Shalini Boland
6213,7213,Joel Bakan
6214,7214,Miles Gentry
6215,7215,Josh Kilmer-Purcell
6216,7216,Michael J. Sandel
6217,7217,David Bayles
6218,7218,Kathryn Erskine
6219,7219,Ruth Watson-Morris
6220,7220,William Shakespeare
6221,7221,Maria Teresa Maia Gonzalez
6222,7222,John     Fitzgerald
6223,7223,Andrew S. Grove
6224,7224,J.B. Chicoine
6225,7225,Patrick O'Scheen
6226,7226,Shay Lynam
6227,7227,Daniel Willey
6228,7228,Daniel Willey
6229,7229,Daniel Willey
6230,7230,Paul Cude
6231,7231,Jorge Luis Borges
6232,7232,Cristiane Serruya
6233,7233,Avery Aster
6234,7234,Aditi Mathur Kumar
6235,7235,Sarah  Robinson
6236,7236,Joyce Swann
6237,7237,K.C. Harry
6238,7238,Taite Adams
6239,7239,Ron Paul
6240,7240,David       Anderson
6241,7241,O.L. Ramos
6242,7242,Erich Segal
6243,7243,Maria Montessori
6244,7244,Karen Kingsbury
6245,7245,Saheeh International
6246,7246,Siobhan Searle
6247,7247,James R. Hannibal
6248,7248,Charlotte Hains
6249,7249,Alice Oseman
6250,7250,A.J. Questerly
6251,7251,Brynn Stein
6252,7252,Mario Benedetti
6253,7253,Manu Joseph
6254,7254,Benito Taibo
6255,7255,Jaye L. Knight
6256,7256,Bertrand Russell
6257,7257,Gordon B. Hinckley
6258,7258,Janet E. Morris
6259,7259,Karin Slaughter
6260,7260,Meagan Brothers
6261,7261,Aporva Kala
6262,7262,Brom
6263,7263,Daniel A. Edwards
6264,7264,D.M. Wolfenden
6265,7265,Svetlana Alexievich
6266,7266,Ta-Nehisi Coates
6267,7267,bell hooks
6268,7268,Elizabeth Goddard
6269,7269,Mark D.  Campbell
6270,7270,Mark D.  Campbell
6271,7271,Quinta
6272,7272,Michael   Newton
6273,7273,Lisa M. Orban
6274,7274,Stefan Zweig
6275,7275,Suzanne Collins
6276,7276,Anna  Wang
6277,7277,Ron  Parsons
6278,7278,Gleb Tsipursky
6279,7279,Miruna Drăghici
6280,7280,ابن كثير
6281,7281,Diane Henson
6282,7282,Rick Riordan
6283,7283,Naguib Mahfouz
6284,7284,Attila  Pergel
6285,7285,Tamuna Tsertsvadze
6286,7286,Richard Brinsley Sheridan
6287,7287,John Doerr
6288,7288,Charles J. Shields
6289,7289,Charlie Donlea
6290,7290,Lucinda Berry
6291,7291,Mike Mason
6292,7292,Sheila L. Jackson
6293,7293,Suzanne Fisher Staples
6294,7294,Rachel Field
6295,7295,Sidney Sheldon
6296,7296,Liz Rosenberg
6297,7297,William Cope Moyers
6298,7298,Alicia Appleman-Jurman
6299,7299,Mark Twain
6300,7300,Amber Argyle
6301,7301,T.D. McMichael
6302,7302,Shane Claiborne
6303,7303,Günter Grass
6304,7304,Rachel Hawkins
6305,7305,Orson Scott Card
6306,7306,Steven Pinker
6307,7307,Vālmīki
6308,7308,Anand Neelakantan
6309,7309,Gil Vicente
6310,7310,Ahlam Mosteghanemi
6311,7311,Baltasar Gracián
6312,7312,Kerstin Gier
6313,7313,Robertson Davies
6314,7314,Dexter Filkins
6315,7315,Alice Hoffman
6316,7316,Victor Hugo
6317,7317,Takuan Soho
6318,7318,Travis Luedke
6319,7319,Lizelle DuPlessis
6320,7320,Julianne Donaldson
6321,7321,Jacquelyn Mitchard
6322,7322,Benyamin
6323,7323,Esther Earl
6324,7324,Theresa Caputo
6325,7325,Daniel S. Fletcher
6326,7326,Roberta Kagan
6327,7327,Dhananjay Singh
6328,7328,Keely Brooke Keith
6329,7329,Richard Wolkomir
6330,7330,Janet E. Morris
6331,7331,Carlos Ramón Advincola Jr.
6332,7332,Amish Tripathi
6333,7333,Kim Iverson Headlee
6334,7334,Ramg Vallath
6335,7335,Clive Barker
6336,7336,Sanjeev Sanyal
6337,7337,Shana James
6338,7338,Lisa Terry
6339,7339,Lydia West
6340,7340,Matthew Fortunato
6341,7341,Danielle Esplin
6342,7342,T.M. Holladay
6343,7343,Aldous Huxley
6344,7344,Mordicai Gerstein
6345,7345,Amy Harmon
6346,7346,Jorge Luis Borges
6347,7347,S.L. Bhyrappa
6348,7348,Kristin Hannah
6349,7349,Joe Hill
6350,7350,Richard Wagamese
6351,7351,Da Chen
6352,7352,Amy Lou Jenkins
6353,7353,Bozorg Alavi
6354,7354,Hafez
6355,7355,Jasmine Farrell
6356,7356,Will Durant
6357,7357,Michel Guyon
6358,7358,Maddie Dawson
6359,7359,Rachel Hartman
6360,7360,L.E.  Parker
6361,7361,L.E.  Parker
6362,7362,L.E.  Parker
6363,7363,L.E.  Parker
6364,7364,Vivian Barz
6365,7365,Shonda Rhimes
6366,7366,Max Brooks
6367,7367,Joe Hill
6368,7368,Charlotte Anne Hamilton
6369,7369,A.J. Locke
6370,7370,Hayao Miyazaki
6371,7371,Hafsah Faizal
6372,7372,Taylor Jenkins Reid
6373,7373,Prem Rawat
6374,7374,Holly Black
6375,7375,Neal Stephenson
6376,7376,Giulietta Esthel
6377,7377,Terry Ryan
6378,7378,Melissa Gilbert
6379,7379,J.D. Robb
6380,7380,R.F. Kuang
6381,7381,Ken Follett
6382,7382,Richard J. Maybury
6383,7383,Kathy-Diane Leveille
6384,7384,Ann Rule
6385,7385,William Safire
6386,7386,Michio Kaku
6387,7387,Terrie McClay
6388,7388,Judith Leger
6389,7389,Zsuzsa Bánk
6390,7390,Andrea Dworkin
6391,7391,T.D. McMichael
6392,7392,Samuel Beckett
6393,7393,James M. Cain
6394,7394,Philippa Pearce
6395,7395,Lissa Price
6396,7396,Marcelle Bartolo-Abela
