,Genureid,Genres
5725,95725,"['Nonfiction', 'Business', 'Self Help', 'Feminism', 'Leadership', 'Personal Development', 'Womens']"
5726,95726,"['Science Fiction', 'Fiction', 'Religion', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Aliens']"
5727,95727,"['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']"
5728,95728,"['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Space']"
5729,95729,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction']"
5730,95730,"['Fiction', 'Historical Fiction', 'Romance', 'Magical Realism', 'Spanish Literature', 'Latin American', 'Novels']"
5731,95731,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Young Adult']"
5732,95732,"['Fiction', 'Mystery', 'Historical Fiction', 'Coming Of Age', 'Audiobook', 'Book Club', 'Literary Fiction']"
5733,95733,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense']"
5734,95734,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Fantasy', 'Animals', 'Childrens Classics']"
5735,95735,"['Fiction', 'Fantasy', 'Animals', 'Dogs', 'Classics', 'Adventure', 'Animal Fiction']"
5736,95736,"['Science', 'Nonfiction', 'Philosophy', 'Physics', 'Spirituality', 'Metaphysics', 'Psychology']"
5737,95737,"['Picture Books', 'Childrens', 'Animals', 'Humor', 'Fiction', 'Storytime', 'Fantasy']"
5738,95738,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction', 'Fantasy']"
5739,95739,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Adventure', 'High Fantasy']"
5740,95740,"['Fiction', 'Classics', 'Romance', 'Novels', 'Religion', 'Christian Fiction', 'Literature']"
5741,95741,"['Fantasy', 'Fiction', 'Humor', 'German Literature', 'Young Adult', 'Adventure', 'Childrens']"
5742,95742,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Adult']"
5743,95743,"['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Paranormal', 'Magic', 'Adventure']"
5744,95744,"['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Asia', 'Literary Fiction', 'Japanese Literature']"
5745,95745,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Novels', 'American']"
5746,95746,"['Nonfiction', 'History', 'Holocaust', 'Memoir', 'Biography', 'World War II', 'Historical']"
5747,95747,"['History', 'Nonfiction', 'Politics', 'Classics', 'Memoir', 'Journalism', 'Literature']"
5748,95748,"['Spirituality', 'Nonfiction', 'Psychology', 'Self Help', 'New Age', 'Metaphysics', 'Philosophy']"
5749,95749,"['Food', 'Nonfiction', 'Cookbooks', 'Health', 'Cooking', 'Environment', 'Politics']"
5750,95750,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Art', 'Fantasy', 'Poetry']"
5751,95751,"['Historical Fiction', 'Fiction', 'Adventure', 'Classics', 'Historical', 'War', 'Military Fiction']"
5752,95752,"['Historical Fiction', 'Historical', 'Fiction', 'British Literature', 'Romance', 'Tudor Period', 'Adult']"
5753,95753,"['History', 'Philosophy', 'Nonfiction', 'Biography', 'Politics', 'Cultural', 'Psychology']"
5754,95754,"['Fiction', 'India', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Asia']"
5755,95755,"['Nonfiction', 'Self Help', 'Audiobook', 'Productivity', 'Psychology', 'Health', 'Mental Health']"
5756,95756,"['Business', 'Finance', 'Nonfiction', 'Self Help', 'Personal Finance', 'Money', 'Personal Development']"
5757,95757,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Magic', 'Urban Fantasy']"
5758,95758,"['Nonfiction', 'True Crime', 'History', 'Biography', 'Biography Memoir', 'Memoir', 'Crime']"
5759,95759,"['Business', 'Nonfiction', 'Management', 'Leadership', 'Self Help', 'Buisness', 'Productivity']"
5760,95760,"['Classics', 'Fiction', 'Fantasy', 'Childrens', 'Italian Literature', 'Italy', 'Adventure']"
5761,95761,"['Nonfiction', 'Self Help']"
5762,95762,[]
5763,95763,"['Travel', 'Fiction']"
5764,95764,"['Romance', 'Fiction', 'Historical Fiction', 'Historical', 'Historical Romance', 'Victorian']"
5765,95765,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Adult', 'Beauty and The Beast', 'Scotland']"
5766,95766,"['Fiction', 'Historical Fiction', 'Novels', 'American', 'Philosophy', 'Literature', 'Historical']"
5767,95767,"['Humor', 'Fiction', 'Bizarro Fiction', 'Horror', 'Comedy', 'Contemporary', 'Literature']"
5768,95768,[]
5769,95769,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Teen', 'Fantasy', 'Mystery']"
5770,95770,"['Relationships', 'Nonfiction']"
5771,95771,"['Vampires', 'Paranormal Romance', 'Romance', 'Paranormal', 'Fantasy', 'Young Adult']"
5772,95772,[]
5773,95773,"['Historical Fiction', 'Fiction', 'Spain', 'Historical', 'Jewish', 'Judaism', 'Religion']"
5774,95774,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Sociology', 'Essays', 'Theory']"
5775,95775,[]
5776,95776,"['Historical', 'Fiction']"
5777,95777,"['Dystopia', 'Christian Fiction', 'Science Fiction', 'Christian', 'Post Apocalyptic', 'Fiction', 'Science Fiction Fantasy']"
5778,95778,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Science Fiction', 'Fiction', 'Adventure']"
5779,95779,"['Historical Fiction', 'Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Historical', 'Mystery']"
5780,95780,"['Christian Fiction', 'Romance', 'Historical Fiction', 'Christian', 'Historical', 'Historical Romance', 'Fiction']"
5781,95781,"['Fantasy', 'Young Adult', 'Young Adult Fantasy']"
5782,95782,"['Fiction', 'Turkish', 'Turkish Literature', 'Novels', 'Historical Fiction', 'Romance', 'Literature']"
5783,95783,['Banned Books']
5784,95784,"['Philosophy', 'Spirituality', 'Nonfiction', 'Psychology', 'India', 'Self Help', 'Religion']"
5785,95785,"['Historical Fiction', 'Romance', 'Historical', 'Fiction', 'Holocaust', 'World War II', 'Historical Romance']"
5786,95786,['Young Adult']
5787,95787,"['New Adult', 'Romance']"
5788,95788,"['Young Adult', 'Horror', 'Fantasy']"
5789,95789,"['Time Travel', 'Romance', 'Fantasy', 'Science Fiction', 'Amazon', 'Fiction', 'Adventure']"
5790,95790,['Young Adult']
5791,95791,"['Holocaust', 'Nonfiction']"
5792,95792,"['Nonfiction', 'Animals', 'Memoir', 'Dogs', 'Biography', 'Military Fiction', 'Biography Memoir']"
5793,95793,"['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Fiction', 'High School', 'Young Adult Contemporary']"
5794,95794,"['Dystopia', 'Adult Fiction']"
5795,95795,['Magic']
5796,95796,"['Nonfiction', 'Sports']"
5797,95797,[]
5798,95798,"['Romance', 'Fiction', 'Contemporary', 'Mystery Thriller', 'Contemporary Romance', 'Dark', 'Suspense']"
5799,95799,"['Erotica', 'Adult Fiction', 'Romance']"
5800,95800,"['Science Fiction', 'Dystopia', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Speculative Fiction']"
5801,95801,"['Romance', 'Contemporary Romance', 'Contemporary', 'Dark', 'New Adult', 'Abuse', 'Amazon']"
5802,95802,"['Self Help', 'Nonfiction', 'Relationships', 'Personal Development']"
5803,95803,"['Fantasy', 'Young Adult', 'Middle Grade', 'Childrens', 'Fiction', 'Magic', 'Adventure']"
5804,95804,"['Nonfiction', 'Feminism', 'Memoir', 'Biography', 'Classics', 'France', 'Philosophy']"
5805,95805,"['Christian Romance', 'Romance']"
5806,95806,['Poetry']
5807,95807,"['Horror', 'Short Stories']"
5808,95808,[]
5809,95809,[]
5810,95810,"['Animals', 'Young Readers', 'Dogs', 'Adventure', 'Family', 'Childrens', 'Picture Books']"
5811,95811,[]
5812,95812,[]
5813,95813,"['Nonfiction', 'Travel', 'India', 'Memoir', 'Adventure', 'Biography', 'Asia']"
5814,95814,['Fiction']
5815,95815,[]
5816,95816,"['Romance', 'Time Travel', 'Romantic Suspense', 'Historical Romance', 'Historical', 'Paranormal', 'Paranormal Romance']"
5817,95817,"['Romance', 'New Adult', 'Contemporary', 'Erotica', 'College', 'Contemporary Romance', 'Menage']"
5818,95818,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Divorce', 'Comedy']"
5819,95819,[]
5820,95820,"['Mystery', 'Fiction', 'Suspense']"
5821,95821,[]
5822,95822,"['Romance', 'Contemporary', 'Contemporary Romance']"
5823,95823,"['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Adventure', 'Fiction', 'Pirates']"
5824,95824,"['Fantasy', 'Young Adult', 'Science Fiction', 'Aliens', 'Fiction', 'Adventure', 'Paranormal']"
5825,95825,"['Fiction', 'Humor', 'Comedy', 'Fantasy', 'Politics', 'Literary Fiction']"
5826,95826,"['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult Fiction']"
5827,95827,[]
5828,95828,['Vampires']
5829,95829,"['Horror', 'Splatterpunk']"
5830,95830,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'College', 'Sports', 'Amazon']"
5831,95831,"['Fantasy', 'Historical Fiction', 'Science Fiction', 'Fiction']"
5832,95832,['Fantasy']
5833,95833,"['Young Adult', 'Contemporary', 'Mystery', 'Romance', 'Thriller', 'Fiction', 'Mystery Thriller']"
5834,95834,[]
5835,95835,"['Fiction', 'Middle Grade']"
5836,95836,"['Paranormal', 'Romance', 'Shapeshifters', 'Abuse']"
5837,95837,['Self Help']
5838,95838,['Young Adult']
5839,95839,"['History', 'Nonfiction', 'True Crime', 'Presidents', 'American History', 'Crime']"
5840,95840,"['Nonfiction', 'History', 'Autobiography']"
5841,95841,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Ghosts', 'Romance', 'Magic', 'Mystery']"
5842,95842,"['Self Help', 'Nonfiction']"
5843,95843,[]
5844,95844,['Fantasy']
5845,95845,[]
5846,95846,"['Fantasy', 'Young Adult', 'Paranormal']"
5847,95847,[]
5848,95848,"['Classics', 'Fiction', 'France', 'Historical Fiction', 'French Literature', 'Literature', 'Novels']"
5849,95849,"['Nonfiction', 'Self Help']"
5850,95850,"['Dark', 'Romance', 'Abuse', 'Erotica', 'Military Fiction', 'BDSM', 'Contemporary']"
5851,95851,"['Romantic Suspense', 'Romance', 'Suspense', 'Contemporary Romance', 'Paranormal', 'Contemporary', 'Fiction']"
5852,95852,"['Fantasy', 'Romance', 'Witches', 'Paranormal', 'Magic', 'Young Adult', 'Dark']"
5853,95853,[]
5854,95854,[]
5855,95855,"['Young Adult', 'Contemporary', 'Fiction', 'Coming Of Age', 'Realistic Fiction']"
5856,95856,"['Nonfiction', 'Biography', 'Feminism', 'Politics', 'Memoir', 'History', 'Autobiography']"
5857,95857,['Poetry']
5858,95858,"['Romance', 'Inspirational']"
5859,95859,"['Fantasy', 'Dragons', 'Young Adult', 'Romance', 'Magic', 'Paranormal', 'Paranormal Romance']"
5860,95860,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'College', 'High School', 'Young Adult']"
5861,95861,"['Nonfiction', 'Journalism', 'Travel']"
5862,95862,[]
5863,95863,[]
5864,95864,"['Fiction', 'Mental Health', 'Contemporary', 'Coming Of Age', 'Adult Fiction', 'Mental Illness', 'Young Adult']"
5865,95865,[]
5866,95866,[]
5867,95867,[]
5868,95868,[]
5869,95869,"['Science Fiction', 'Fiction', 'Aliens', 'Adventure']"
5870,95870,"['Science Fiction', 'Dystopia']"
5871,95871,[]
5872,95872,['Childrens']
5873,95873,"['Horror', 'Vampires']"
5874,95874,"['Nonfiction', 'Theology', 'Religion']"
5875,95875,[]
5876,95876,"['Contemporary', 'Young Adult', 'Romance', 'Young Adult Contemporary', 'Chick Lit', 'Humor']"
5877,95877,"['Business', 'Nonfiction']"
5878,95878,[]
5879,95879,"['Fantasy', 'Romance', 'Reverse Harem', 'Fiction', 'Fantasy Romance', 'Historical', 'Young Adult']"
5880,95880,[]
5881,95881,"['Horror', 'Historical Fiction', 'Fiction', 'Thriller', 'Mystery', 'Historical', 'Paranormal']"
5882,95882,"['Horror', 'Dark', 'Gothic', 'Fantasy']"
5883,95883,"['Nonfiction', 'True Crime', 'Crime', 'Biography', 'Memoir', 'Australia']"
5884,95884,[]
5885,95885,"['Travel', 'Adventure', 'Nonfiction', 'France']"
5886,95886,"['Historical Fiction', 'Media Tie In', 'Christian', 'Politics', 'Inspirational', 'African American Literature', 'Novels']"
5887,95887,"['Spirituality', 'Nonfiction']"
5888,95888,"['Nonfiction', 'History', 'Memoir', 'Biography', 'Germany', 'Historical', 'Biography Memoir']"
5889,95889,['Dark']
5890,95890,"['Psychology', 'Mental Health', 'Nonfiction', 'Self Help']"
5891,95891,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor']"
5892,95892,[]
5893,95893,[]
5894,95894,"['Self Help', 'Nonfiction']"
5895,95895,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'Africa', 'Fiction', 'Realistic Fiction', 'Historical']"
5896,95896,['Christmas']
5897,95897,"['Fiction', 'Fantasy', 'Magical Realism', 'New York', 'Urban Fantasy', 'Magic', 'Novels']"
5898,95898,"['Fiction', 'Contemporary', 'Food', 'Literary Fiction', 'Adult', 'Audiobook', 'Adult Fiction']"
5899,95899,[]
5900,95900,"['Science', 'Philosophy']"
5901,95901,"['Fantasy', 'Young Adult', 'Fiction']"
5902,95902,['Feminism']
5903,95903,"['Fiction', 'Chick Lit', 'Contemporary', 'Southern', 'Audiobook', 'Adult Fiction', 'Adult']"
5904,95904,[]
5905,95905,[]
5906,95906,"['Christian', 'Nonfiction', 'Faith', 'Self Help', 'Christian Living', 'Christianity', 'Religion']"
5907,95907,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Mystery']"
5908,95908,"['Fiction', 'Mystery', 'Crime', 'Adult']"
5909,95909,[]
5910,95910,"['Contemporary', 'Sports']"
5911,95911,"['Fantasy', 'Retellings', 'Fiction']"
5912,95912,"['Mythology', 'Nonfiction', 'History', 'Audiobook', 'Greek Mythology', 'Classics', 'Historical']"
5913,95913,['Finance']
5914,95914,"['Fantasy', 'LGBT']"
5915,95915,[]
5916,95916,['Egypt']
5917,95917,[]
5918,95918,"['Nonfiction', 'Philosophy']"
5919,95919,"['Science Fiction', 'Fantasy']"
5920,95920,[]
5921,95921,[]
5922,95922,"['Fiction', 'Contemporary']"
5923,95923,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fiction', 'Young Adult Fantasy', 'Magic']"
5924,95924,"['Historical Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Historical', 'India', 'Childrens']"
5925,95925,[]
5926,95926,[]
5927,95927,[]
5928,95928,['Poetry']
5929,95929,"['Nonfiction', 'Psychology', 'Politics', 'Education']"
5930,95930,"['Contemporary', 'Contemporary Romance']"
5931,95931,"['Fiction', 'Short Stories', 'Contemporary', '21st Century', 'Dystopia', 'Indian Literature', 'Literature']"
5932,95932,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Race', 'Social Justice', 'Young Adult', 'Coming Of Age']"
5933,95933,[]
5934,95934,[]
5935,95935,[]
5936,95936,"['Fantasy', 'Adult']"
5937,95937,"['Mystery', 'Thriller', 'Mystery Thriller']"
5938,95938,[]
5939,95939,"['Fantasy', 'LGBT', 'Young Adult', 'Gothic Horror', 'Horror', 'Fiction', 'Gothic']"
5940,95940,"['Fantasy', 'Young Adult', 'Romance', 'Dystopia', 'Young Adult Fantasy', 'Science Fiction', 'Coming Of Age']"
5941,95941,[]
5942,95942,"['India', 'Fiction', 'Historical Fiction', 'Novels', 'Asia', 'Travel', 'France']"
5943,95943,"['History', 'Nonfiction', 'Islam', 'Religion', 'Biography', 'Philosophy', 'Inspirational']"
5944,95944,[]
5945,95945,"['Nonfiction', 'Art', 'Self Help', 'Business', 'Design', 'Writing', 'Productivity']"
5946,95946,[]
5947,95947,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Fiction', 'Romance']"
5948,95948,"['Pulp', 'Amazon', 'Action']"
5949,95949,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Mystery', 'Cyberpunk', 'Thriller', 'Star Trek']"
5950,95950,"['Fantasy', 'Adventure']"
5951,95951,[]
5952,95952,['Manga']
5953,95953,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Amazon']"
5954,95954,[]
5955,95955,"['Artificial Intelligence', 'Business', 'Technology', 'Nonfiction', 'Economics', 'Science', 'Finance']"
5956,95956,"['Nonfiction', 'History', 'Race', 'Historical']"
5957,95957,"['Christian', 'Nonfiction', 'Christian Living', 'Religion', 'Spirituality', 'Christianity', 'Inspirational']"
5958,95958,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Contemporary']"
5959,95959,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Romance', 'Mystery Thriller', 'Crime']"
5960,95960,"['Romance', 'Historical Fiction', 'Historical Romance', 'Fiction', 'Erotica', 'Fan Fiction', 'Horses']"
5961,95961,"['Nonfiction', 'Crime', 'True Crime', 'Sociology', 'Journalism', 'History', 'Politics']"
5962,95962,"['Money', 'Business']"
5963,95963,"['Nonfiction', 'Biography', 'Christian', 'Memoir', 'Sports', 'Autobiography', 'Audiobook']"
5964,95964,"['Mental Health', 'Mental Illness', 'Young Adult', 'Fiction', 'Realistic Fiction', 'Psychology', 'Contemporary']"
5965,95965,"['Christian', 'Christianity', 'Christian Non Fiction']"
5966,95966,"['Classics', 'Fiction', 'Portuguese Literature', 'Portugal', 'Literature', 'Romance', 'Short Stories']"
5967,95967,"['Economics', 'Nonfiction', 'Business', 'Politics', 'Finance', 'Philosophy', 'History']"
5968,95968,"['Childrens', 'German Literature', 'Fiction', 'Classics', 'Fantasy', 'Germany', 'Adventure']"
5969,95969,"['Politics', 'Nonfiction', 'History', 'Political Science', 'Philosophy', 'Activism', 'Psychology']"
5970,95970,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']"
5971,95971,"['Historical Fiction', 'Fiction', 'Historical', 'Travel', 'Classics', 'Novels', 'Adult Fiction']"
5972,95972,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Fantasy', 'Retellings', 'Adventure']"
5973,95973,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Witches']"
5974,95974,"['M M Romance', 'Transgender']"
5975,95975,"['Classics', 'Fiction', 'Childrens', 'France', 'French Literature', 'Novels', 'Adventure']"
5976,95976,"['Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Horror']"
5977,95977,"['Romance', 'Military Fiction', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Action']"
5978,95978,"['Nonfiction', 'History', 'Memoir', 'Biography', 'Ukraine', 'War', 'Autobiography']"
5979,95979,"['Fantasy', 'Art', 'Fiction', 'Classics', 'Film', 'Media Tie In', 'Adventure']"
5980,95980,"['Christian', 'Nonfiction', 'Christian Living', 'Christianity', 'Faith', 'Theology', 'Religion']"
5981,95981,"['LGBT', 'Fiction', 'Historical Fiction', 'Gay', 'Queer', 'Historical', 'Ireland']"
5982,95982,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adventure', 'Audiobook', 'Adult']"
5983,95983,"['Fantasy', 'Young Adult', 'Fae', 'Romance', 'Paranormal', 'Fairies', 'Magic']"
5984,95984,"['Nonfiction', 'Memoir', 'Biography', 'Photography', 'Teen', 'True Story']"
5985,95985,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Fiction', 'Espionage', 'Adventure']"
5986,95986,[]
5987,95987,"['Fantasy', 'Romance', 'Young Adult', 'Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Mystery']"
5988,95988,"['Nonfiction', 'Feminism', 'Essays', 'Womens', 'Womens Studies']"
5989,95989,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Adventure', 'Young Adult']"
5990,95990,"['Fantasy', 'Spirituality', 'Poetry', 'Romance', 'Self Help', 'Philosophy', 'Paranormal']"
5991,95991,"['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Business', 'Psychology']"
5992,95992,"['Fiction', 'Classics', 'Mystery', 'Gothic', 'Historical Fiction', 'France', 'Thriller']"
5993,95993,"['Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Dystopia', 'Humor', 'Science Fiction Fantasy']"
5994,95994,"['Fiction', 'Philosophy', 'Historical Fiction', 'Spirituality', 'Novels', 'Inspirational', 'Self Help']"
5995,95995,"['Fiction', 'Mystery', 'Contemporary', 'Crime', 'Audiobook', 'Literary Fiction', 'Adult Fiction']"
5996,95996,['Romance']
5997,95997,"['Paranormal', 'Romance', 'Magic', 'Fantasy', 'Young Adult', 'Adventure', 'Fiction']"
5998,95998,"['Fiction', 'Thriller', 'Amazon', 'Mystery', 'New York', 'Contemporary']"
5999,95999,[]
6000,96000,"['Nonfiction', 'Abuse', 'Dark', 'Psychology', 'Memoir', 'Mental Health']"
6001,96001,"['Horror', 'Thriller', 'Fiction', 'Fantasy', 'Mystery', 'Paranormal', 'Suspense']"
6002,96002,[]
6003,96003,[]
6004,96004,"['Crime', 'Fiction', 'Mystery']"
6005,96005,['Historical Fiction']
6006,96006,[]
6007,96007,"['Economics', 'Nonfiction', 'Politics', 'Business', 'History', 'Finance', 'Philosophy']"
6008,96008,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Dystopia']"
6009,96009,"['Urban Fantasy', 'Magic', 'Vampires', 'Fiction', 'Fantasy', 'Paranormal']"
6010,96010,"['Romance', 'New Adult']"
6011,96011,"['Nonfiction', 'Psychology', 'Science', 'Neuroscience', 'Brain', 'Philosophy', 'Biology']"
6012,96012,"['Fantasy', 'Young Adult', 'Angels', 'Dystopia', 'Paranormal', 'Romance', 'Post Apocalyptic']"
6013,96013,"['Biography', 'History', 'Nonfiction', 'Autobiography', 'Politics', 'Presidents', 'Memoir']"
6014,96014,"['Young Adult', 'LGBT', 'Fiction', 'Teen', 'Music', 'Realistic Fiction', 'Queer']"
6015,96015,"['Fiction', 'Amazon', 'Family']"
6016,96016,[]
6017,96017,[]
6018,96018,[]
6019,96019,"['Classics', 'Short Stories']"
6020,96020,"['Thriller', 'Fiction', 'British Literature', 'Psychological Thriller']"
6021,96021,[]
6022,96022,"['Historical Fiction', 'Christian Fiction', 'Historical', 'Romance', 'Christian', 'Fiction', 'Christian Historical Fiction']"
6023,96023,"['Horror', 'Zombies', 'Fiction', 'Action', 'Thriller', 'Science Fiction']"
6024,96024,"['Nonfiction', 'Business', 'Self Help']"
6025,96025,"['Historical Fiction', 'Middle Grade', 'Fantasy', 'Young Adult', 'Fiction', 'Audiobook', 'Magical Realism']"
6026,96026,"['Fiction', 'Erotica', 'Contemporary', 'Adult', 'Love Story', 'Novels', 'Romance']"
6027,96027,"['Adventure', 'Young Adult', 'Middle Grade', 'Fiction', 'Contemporary', 'Adult', 'Action']"
6028,96028,"['Horror', 'Science Fiction']"
6029,96029,[]
6030,96030,[]
6031,96031,[]
6032,96032,"['Death', 'Nonfiction']"
6033,96033,[]
6034,96034,[]
6035,96035,"['Poetry', 'Fiction', 'Short Stories', 'Historical Fiction', 'Graphic Novels', 'Picture Books', 'War']"
6036,96036,"['Memoir', 'Nonfiction']"
6037,96037,"['Race', 'Nonfiction', 'Politics', 'Social Justice', 'Anti Racist', 'Law']"
6038,96038,"['Nonfiction', 'Memoir', 'Biography', 'Race', 'History', 'Social Justice', 'Politics']"
6039,96039,[]
6040,96040,"['Fiction', 'Classics', 'Historical Fiction', 'Historical', 'Literature', 'Novels', 'Serbian Literature']"
6041,96041,"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Adventure', 'Classics', 'Mystery Thriller']"
6042,96042,[]
6043,96043,[]
6044,96044,"['LGBT', 'India']"
6045,96045,"['Mathematics', 'Metaphysics', 'India']"
6046,96046,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Thriller']"
6047,96047,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']"
6048,96048,[]
6049,96049,"['Picture Books', 'Childrens', 'Christian', 'Fiction', 'Religion', 'Fantasy', 'Christian Fiction']"
6050,96050,"['Psychology', 'Short Stories', 'Fiction']"
6051,96051,"['Historical Fiction', 'Fiction', 'Historical', 'Literature', 'Religion', 'Classics', 'Novels']"
6052,96052,[]
6053,96053,"['Fantasy', 'Steampunk', 'Young Adult', 'Science Fiction', 'Adventure', 'Fiction', 'Teen']"
6054,96054,"['Classics', 'Fiction', 'China', 'Literature', 'Historical Fiction', 'Asia', 'Chinese Literature']"
6055,96055,"['Nonfiction', 'Memoir', 'Abuse', 'Biography', 'Autobiography']"
6056,96056,"['Fantasy', 'Mermaids', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Childrens']"
6057,96057,['Romance']
6058,96058,"['Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Fantasy', 'Adventure', 'Africa']"
6059,96059,"['Erotica', 'Dark', 'BDSM', 'Fiction', 'Horror', 'Literary Fiction', 'Adult Fiction']"
6060,96060,[]
6061,96061,"['Fiction', 'Romance', 'Novels', 'Contemporary', 'Pakistan', 'Spirituality', 'Religion']"
6062,96062,"['Romance', 'Time Travel', 'Fiction', 'Contemporary Romance', 'Fantasy', 'Science Fiction', 'Paranormal Romance']"
6063,96063,"['Biography', 'History', 'Nonfiction', 'Politics', 'World War II', 'Biography Memoir', 'European History']"
6064,96064,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Contemporary', 'Middle Grade', 'Childrens', 'Death']"
6065,96065,"['Health', 'Nutrition', 'Nonfiction', 'Food', 'Science', 'History', 'Medical']"
6066,96066,['Poetry']
6067,96067,"['Religion', 'Nonfiction', 'History', 'Atheism', 'Philosophy', 'Christianity', 'Theology']"
6068,96068,"['Young Adult', 'New Adult', 'Romance', 'Contemporary']"
6069,96069,['Fantasy']
6070,96070,[]
6071,96071,"['Fiction', 'Classics', 'Africa', 'Travel', 'Literature', 'Novels', 'Historical Fiction']"
6072,96072,"['Historical Fiction', 'Fiction', 'Historical', 'African American', 'Literary Fiction', 'Novels', 'Race']"
6073,96073,['Fiction']
6074,96074,"['Comics', 'Graphic Novels', 'Horror', 'Fiction', 'Humor', 'Graphic Novels Comics', 'Comic Book']"
6075,96075,"['Young Adult', 'Romance', 'Amish', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Chick Lit']"
6076,96076,"['Fiction', 'Historical Fiction', 'Paranormal', 'Historical', 'Fantasy', 'Contemporary', 'Time Travel']"
6077,96077,"['Fiction', 'Magical Realism', 'Romance', 'Chick Lit', 'Fantasy', 'Contemporary', 'Mystery']"
6078,96078,"['Historical Fiction', 'Fiction', 'Civil War', 'Historical', 'War', 'Audiobook', 'Medical']"
6079,96079,"['Fiction', 'Art', 'Contemporary', 'Literary Fiction', 'Mystery', 'Audiobook', 'Crime']"
6080,96080,[]
